,image,mask
249,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju88trl3ogi208716qvti51b.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju88trl3ogi208716qvti51b.jpg
250,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju30bmab08bi0835mvlr6e0r.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju30bmab08bi0835mvlr6e0r.jpg
251,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju77t0razbvm080106o56289.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju77t0razbvm080106o56289.jpg
252,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5ht88gedbu0755xrcuddcx.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5ht88gedbu0755xrcuddcx.jpg
253,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5v8pgplg6k0755rvi2t63h.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5v8pgplg6k0755rvi2t63h.jpg
254,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju77afzlz3kp07550x5nafzs.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju77afzlz3kp07550x5nafzs.jpg
255,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8bpctzrqkr0850zeldv9kt.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8bpctzrqkr0850zeldv9kt.jpg
256,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju3x9lttikfb0818a0g104zn.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju3x9lttikfb0818a0g104zn.jpg
257,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6x97w4vwua0850x0997r0a.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6x97w4vwua0850x0997r0a.jpg
258,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7cp6dw244p0818gncdol4m.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7cp6dw244p0818gncdol4m.jpg
259,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1fb9236a110801yvg0fwju.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1fb9236a110801yvg0fwju.jpg
260,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7dizi82h2i0755doucgnt3.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7dizi82h2i0755doucgnt3.jpg
261,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju40m0rjkpw80871z6n6yg1u.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju40m0rjkpw80871z6n6yg1u.jpg
262,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju77u1sjz77b0817ft44r3fk.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju77u1sjz77b0817ft44r3fk.jpg
263,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7fazv92ywx0755xov2erga.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7fazv92ywx0755xov2erga.jpg
264,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1fr4etsmrr09933u4t4aql.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1fr4etsmrr09933u4t4aql.jpg
265,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2y26c588bo07993ksd8eoz.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2y26c588bo07993ksd8eoz.jpg
266,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju85l4yjlops0801fvmnwptf.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju85l4yjlops0801fvmnwptf.jpg
267,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7bb3ss1uoo0755pmhyco7t.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7bb3ss1uoo0755pmhyco7t.jpg
268,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2sxf3iqbpv09937iksn8ep.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2sxf3iqbpv09937iksn8ep.jpg
269,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju88aq6vo1ij0755c2ey7z7n.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju88aq6vo1ij0755c2ey7z7n.jpg
270,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2rnkt22xep0801as160g9t.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2rnkt22xep0801as160g9t.jpg
271,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju13fwthn9mq0835gacxgy01.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju13fwthn9mq0835gacxgy01.jpg
272,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5vbo6jldrt0871jf6f1700.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5vbo6jldrt0871jf6f1700.jpg
273,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6x35ervu2808015c7eoqe4.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6x35ervu2808015c7eoqe4.jpg
274,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5wtdu4m0im0871mix0yvc0.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5wtdu4m0im0871mix0yvc0.jpg
275,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1fm3id6gl50801r3fok20c.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1fm3id6gl50801r3fok20c.jpg
276,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju0u82z3cuma0835wlxrnrjv.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju0u82z3cuma0835wlxrnrjv.jpg
277,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6ut4l8va6y0755tyw3vfqq.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6ut4l8va6y0755tyw3vfqq.jpg
278,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2nqapmzvk20801f9us40dx.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2nqapmzvk20801f9us40dx.jpg
279,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju34c1xfyz920993itxkkfad.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju34c1xfyz920993itxkkfad.jpg
280,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju3xhpvvimda0987ygrpzni2.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju3xhpvvimda0987ygrpzni2.jpg
281,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju76erapykj30871x5eaxh4q.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju76erapykj30871x5eaxh4q.jpg
282,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju358pwtdby20878cg7nm0np.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju358pwtdby20878cg7nm0np.jpg
283,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1drnhbrb9409935wi7vkhg.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1drnhbrb9409935wi7vkhg.jpg
284,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju30lncba3ny0878jwnous8n.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju30lncba3ny0878jwnous8n.jpg
285,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5woy82m07m08505dmjg7g1.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5woy82m07m08505dmjg7g1.jpg
286,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju300m3s04fg0988uzupuf7z.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju300m3s04fg0988uzupuf7z.jpg
287,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju3tvffffx5f0818t5ov22al.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju3tvffffx5f0818t5ov22al.jpg
288,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju84hibuktj80871u519o71q.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju84hibuktj80871u519o71q.jpg
289,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cjyzu3reghjya0794w7pwoi50.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cjyzu3reghjya0794w7pwoi50.jpg
290,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2u73dj53oz0878486k8k4b.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2u73dj53oz0878486k8k4b.jpg
291,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7dqcwi2dz00850gcmr2ert.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7dqcwi2dz00850gcmr2ert.jpg
292,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5hl8nee8a40755fm8qjj0o.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5hl8nee8a40755fm8qjj0o.jpg
293,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju30ia8da2bq0799klnehml2.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju30ia8da2bq0799klnehml2.jpg
294,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2upu4evw7g08358guwozxv.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2upu4evw7g08358guwozxv.jpg
295,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju424hy5lckr085073fva1ok.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju424hy5lckr085073fva1ok.jpg
296,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7dff9529h208503w60lbil.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7dff9529h208503w60lbil.jpg
297,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5vzjoslpj708186z2fusmz.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5vzjoslpj708186z2fusmz.jpg
298,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju843yjskhq30818qre4rwm2.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju843yjskhq30818qre4rwm2.jpg
299,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2hgsptlfam0835o3b59h1o.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2hgsptlfam0835o3b59h1o.jpg
300,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2rqo702wpx0855fn7d5cxh.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2rqo702wpx0855fn7d5cxh.jpg
301,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju34zivp3fq80988opxbaqyn.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju34zivp3fq80988opxbaqyn.jpg
302,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2uokeg5jm20799xwgsyz89.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2uokeg5jm20799xwgsyz89.jpg
303,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju430pm2lz0y0755jkhcc3d1.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju430pm2lz0y0755jkhcc3d1.jpg
304,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1egh885m1l0855ci1lt37c.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1egh885m1l0855ci1lt37c.jpg
305,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju893jmdompz0817xn3g1w4h.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju893jmdompz0817xn3g1w4h.jpg
306,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7eotqi2qea0871y8yc7tqh.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7eotqi2qea0871y8yc7tqh.jpg
307,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5ccpvqash50850kb4bs22k.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5ccpvqash50850kb4bs22k.jpg
308,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju77q10sz9ug0801449wu1nu.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju77q10sz9ug0801449wu1nu.jpg
309,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju35740hzm0g0993zl5ic246.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju35740hzm0g0993zl5ic246.jpg
310,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8a84g0q76m0818hwiggkod.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8a84g0q76m0818hwiggkod.jpg
311,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju43h43am1dy08176gwfhmnt.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju43h43am1dy08176gwfhmnt.jpg
312,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju88vx2uoocy075531lc63n3.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju88vx2uoocy075531lc63n3.jpg
313,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1ats0y372e08011yazcsxm.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1ats0y372e08011yazcsxm.jpg
314,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju31rb7vb6110801p9rhacuw.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju31rb7vb6110801p9rhacuw.jpg
315,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2otvvv0l7z0855x7we8cb0.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2otvvv0l7z0855x7we8cb0.jpg
316,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5cjh3xattc0817j2vbulzi.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5cjh3xattc0817j2vbulzi.jpg
317,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1erep75us208553i4ofwwe.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1erep75us208553i4ofwwe.jpg
318,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju5y4hgqmk0i08180rjhbwvp.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju5y4hgqmk0i08180rjhbwvp.jpg
319,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7ea4om2l910801bohqjccy.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7ea4om2l910801bohqjccy.jpg
320,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2hos57llxm08359g92p6jj.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2hos57llxm08359g92p6jj.jpg
321,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju87zv8lni0o0850hbbecbq6.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju87zv8lni0o0850hbbecbq6.jpg
322,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2hw5gjlr5h0988so2qqres.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2hw5gjlr5h0988so2qqres.jpg
323,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8bff9nrfi10850fmfzbf8v.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8bff9nrfi10850fmfzbf8v.jpg
324,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju88v2f9oi8w0871hx9auh01.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju88v2f9oi8w0871hx9auh01.jpg
325,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6z1bzbwfq50817b2alatvr.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6z1bzbwfq50817b2alatvr.jpg
326,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8apjewqrk00801k5d71gky.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8apjewqrk00801k5d71gky.jpg
327,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8bn7m2rmm70817hgxpb1uq.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8bn7m2rmm70817hgxpb1uq.jpg
328,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju85citjlnfm0755i4rk5tqj.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju85citjlnfm0755i4rk5tqj.jpg
329,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju85dx63lic408017f0l0400.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju85dx63lic408017f0l0400.jpg
330,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju45jpvfn6c809873pv1i34s.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju45jpvfn6c809873pv1i34s.jpg
331,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju175facms5f0993a5tjikvt.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju175facms5f0993a5tjikvt.jpg
332,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6wi3akvn8r0801px8eligc.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6wi3akvn8r0801px8eligc.jpg
333,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6x0yqbvxqt0755dhxislgb.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6x0yqbvxqt0755dhxislgb.jpg
334,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8axq24r4an0755yhv9d4ly.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8axq24r4an0755yhv9d4ly.jpg
335,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8d4jgatgpj0871q2ophhkm.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8d4jgatgpj0871q2ophhkm.jpg
336,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7er4kc2opa0801anuxc0eb.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7er4kc2opa0801anuxc0eb.jpg
337,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6xmqd9w0250817l5kxfnsk.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6xmqd9w0250817l5kxfnsk.jpg
338,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2saez63gxl08559ucjq3kt.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2saez63gxl08559ucjq3kt.jpg
339,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1csmlc4ht10799b8ymmghg.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1csmlc4ht10799b8ymmghg.jpg
340,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8c1a0ws7o208181c6lbsom.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8c1a0ws7o208181c6lbsom.jpg
341,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cjyztzaqtrv430848l8xgcerw.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cjyztzaqtrv430848l8xgcerw.jpg
342,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju1h89h6xbnx08352k2790o9.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju1h89h6xbnx08352k2790o9.jpg
343,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8bqxxurs6i0850mu7mtef9.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8bqxxurs6i0850mu7mtef9.jpg
344,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju84ih17kp5l09876bkooocl.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju84ih17kp5l09876bkooocl.jpg
345,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju8b5p40r2c60987ofa0mu03.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju8b5p40r2c60987ofa0mu03.jpg
346,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju32l161bi1v07990vm376in.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju32l161bi1v07990vm376in.jpg
347,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2urqpwvxw70835rvndvtsi.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2urqpwvxw70835rvndvtsi.jpg
348,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju846ec0kj7z08012o10klrb.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju846ec0kj7z08012o10klrb.jpg
349,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju849c23kgnk0817cgv2hw1e.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju849c23kgnk0817cgv2hw1e.jpg
350,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2zkpdl9h7t0799ix60teqg.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2zkpdl9h7t0799ix60teqg.jpg
351,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju2xa3i4y0160988i679zsqd.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju2xa3i4y0160988i679zsqd.jpg
352,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6z600qwh4z081700qimgl9.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6z600qwh4z081700qimgl9.jpg
353,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju6vqarjv7yo0987q4b1btk1.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju6vqarjv7yo0987q4b1btk1.jpg
354,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju40w3hbkwpn08015rbs3wko.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju40w3hbkwpn08015rbs3wko.jpg
355,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/images/cju7ahtkb1jr90801jck4kbds.jpg,/home/young/chanyoung/Experiment/dataset/kvasir-seg/Kvasir-SEG/masks/cju7ahtkb1jr90801jck4kbds.jpg
